skills,Oracle,SSRS,DBA,SQL Server,ASP.NET,C#,MVC,Sitecore,Episerver,Scrum,Testing,ISEB,STLC,agile,database,waterfall,Jira,Java EE,Test cases,back box testing,Multitasking,QA and Testing,Meeting project deadlines,Executing effective leadership,Negotiating and networking,Communicating in both a written and verbal form,Being dynamic and self-motivated,Conducting teambuilding activities,Being p,Being pe,Linux,Redis,AWS,Vagrant,DevOps,Laravel,DevOps Engineer,Deploybot,Applications,Project Management,Technology,Agile,Ecommerce,Order Management,retail,ecommerce,Product Owner,Fraud Management,Retail Warehousing systems,.NET,Analyst Programmer - Oracle / PLSQL - Chester,SQL - SAP - Bespoke Software - Windows - ERP,Analytics,Business Intelligence,Engagement,PRINCE2,Analyst,Coding,Active Directory,VoIP,CCNA,Audio Visual. AMX,Instllation,SQL,ASP.Net,Entity Framwork,Java,UML,BPMN,TDA,TOGAF,JPA,OO Design,modelling,Mapping,Solutions Architect,Data Modelling,Sparx Enterprise Architect,High level Design,SOA Designs,UI Wireframes,BRMS (drools),EAI Patterns,Analysis,Asset Management,Data Management,Automation,SDLC,Software Development,WPF,MVVM,NUnit,TFS,Engineer,Software Developer,OO,integration,Tester,SDET,automation,system testing,Capital Modelling,performance testing,MPF,unit testing,JMS,SCRUM,MQ,AGILE,RESTFUL SERVICES,ESB INTEGRATION,SOAP SERVICES,ORACLE,backup,migration,upgrade,recovery,DATA BASES,SAS Base,R,Programmer,Data Analytics,SAS Data Programmer,API,TECHNICAL WRITING,TECHNICAL ASSIMILATION,Web Developer - PHP,Senior JavaScript Developer - ES6 / React JS / Redux - Manchester,3rd Line Support,2nd Line Support,Application Support Engineer,Print,Printing,Print Estimator,Tharstern MIS,REST,SOA,SOAP,Spring,Studio,XML,XSLT,Core Java,Hibernate,ESB,IDE,JBoss,XSD Schemas,Windows Server 2012,Exchange Server 2013,Networking & Firewalls,Visualization (VMware or HyperV),PACS,ERP Systems Agresso Finance Analyst,ASP.net,Business Analyst,Waterfall,Wales,DynamicsCRM,Selenium,QA Testing,QA Manager,html,javascript,asp.net,jquery,t-sql,pl-sql,databases,JAVA,VB.net,"""object orientated design""","""web technologies""",Research and Development Electronics engineer,Manual Testing,Software Solutions,Web Based,Software Testing Life Cycle,System Testing,Developer,HTML,PHP,Software,CSS3,Git,JQuery,RESTful,HTML5,London,Permanent,MySql,Ajax,IT Permanent Jobs,Systems and Electronics Jobs,Digital Designs,Digital Agency,User Experience,User Experience Design,UX,Cyber security,Architect,Information security,Solutions architect,security architect,Citrix,Managed Services,2nd Line,IT Support,MS Server,UI,CMS,.Net,Consultant,Oracle Database Administrator,Telecoms,Telephony,Customer Success,SaaS,Helpdesk,1st Line Support,Telecoms Support,sql,.net,GUI,JavaScript,jQuery,MySQL,LAMP,WAMP,design,security,RWD,Responsive,ajax,JS,front end,develop,portfolio,user interface,full stack,normalisation,protcols,Exchange,Server,Powershell,Cisco,CSS,Lead,TDD,SASS,Senior,Front End Developer,LESS,JavaScript Developer
Oracle,1,0.0275632743531,0.431796416394,0.25621298883,0.00249591627786,0.0168491062951,0.00200978331957,-2.79060249236E-14,5.12057187658E-15,0.0206895616475,0.0259217019926,0.0390672692448,0.130744090092,0.0298965686219,0.303328937832,0.115384615385,0.0616333551361,0.108108217483,0.106752102537,0.130744090092,-5.6622418461E-15,-6.35098997517E-15,-9.24576013049E-16,-7.28546049857E-15,-5.91932419053E-15,-3.47503076919E-15,-6.5042885139E-15,-7.28310453605E-15,-2.31215140086E-14,-2.34933679901E-14,0.0224253580774,-1.87689649284E-14,0.0302830150892,-1.96526845789E-14,0.00899653160591,-2.53501196473E-14,-4.59365949344E-14,-4.72170730819E-15,0.0815332650783,-1.10808212366E-13,0.0612804099121,0.0418177245638,-6.09420688549E-14,-3.80334577988E-14,0.0151986917528,-6.17898995875E-14,-8.59388794336E-14,-4.39876684493E-14,-0.000828666076696,0.00197463483486,0.323575114465,-2.63190444611E-14,0.020271010642,0.0214941960072,-1.7227124554E-14,-7.53009013185E-14,0.0569370369232,-2.89432282309E-14,-9.84939844089E-14,0.0119352479006,-3.82889395785E-14,0.00653793957185,-0.0105818983892,0.322635783672,0.00924500327036,-0.00576969644018,0.318660010146,0.0924500327042,0.102564102564,0.123266710272,0.103362278824,0.132098987317,0.130744090092,0.0674261161718,0.114401078831,0.023112508176,0.112112132333,0.130744090092,0.130744090092,0.130744090092,0.130744090092,0.130744090092,0.130744090092,0.0113990188146,0.0384615384615,0.0156269076979,0.00548590015559,0.015408338784,0.334649301077,-4.17468296244E-14,-2.51298954405E-14,-1.68070441598E-14,-3.77267938104E-14,0.0431974586987,0.422409537777,0.051282051282,0.0424918292798,0.0367073496601,-8.48491605927E-15,0.00715399831542,-1.24306356676E-14,-8.22180154186E-15,-1.29806042539E-14,-8.7985255355E-15,-3.16579016383E-14,0.0144382693941,0.0471982813203,0.0268677450091,-4.03393904754E-14,-1.52491534108E-14,-1.51535642441E-14,-1.60934166997E-14,0.186816179439,0.0817860820109,0.0854016820293,0.141025641026,0.155043418236,0.196116135138,-1.34758732598E-14,0.199393937082,0.442318203023,0.00759934587643,-1.36403769568E-14,0.0223288042351,-2.59687274674E-14,-2.63968641398E-14,8.47212812679E-07,-1.68042761162E-14,-4.03387405266E-14,-3.6323575743E-14,0.0266880256341,-3.49778618565E-14,0.00249273203335,-1.32168558388E-14,-1.38564898757E-14,0.050849283618,0.132771251136,0.0647279697817,0.0838378788109,0.0270587104108,0.133947506914,0.0506369683541,0.0954427144464,0.0418121005003,0.0939293271568,0.0422954934437,0.0896897058662,0.0800640769025,-4.37731237998E-14,-7.02720074674E-15,0.000752435388821,-6.83005558153E-15,-8.22831369216E-14,-0.00406034651441,-1.65938348134E-14,0.0119193659934,0.0123541552776,-3.916006437E-14,-0.00966790457624,-4.70974334054E-14,-1.51670723712E-14,-8.0723271704E-15,-4.08366576985E-14,-2.9924495134E-14,-2.26176277102E-14,0.00125007407695,-0.00121539850803,0.00215491273403,0.249142312462,-3.95578450691E-14,-2.09611366561E-14,-0.0011350365182,0.00577183547261,-0.00045355308246,0.00522163720267,-4.61989875076E-14,0.00187408058261,-0.000673647319408,-2.45278725071E-14,0.292203176967,0.275806589492,0.0120482277492,0.371883395163,0.40618119723,0.00596762395027,-7.2639804253E-14,-5.61515042416E-14,0.393111476178,0.0840196642911,0.0216409157719,-2.36670769207E-14,-3.06573901168E-14,0.00666296372832,-0.00104270978428,-8.82090638346E-05,-4.03647131393E-14,-7.09704140967E-14,-4.63643428043E-14,-9.00553824982E-14,-2.1382108794E-14,0.106608742334,-2.19946207811E-14,-0.00259404433962,-0.000514034290644,-5.94689473352E-14,-3.93686381862E-14,-4.68669503495E-14,-7.2487908094E-14,-4.20720068486E-14,0.0268281212194,-8.10529365701E-14,0.0232613346215,0.0763658765294,0.00155425148594,-7.29517274441E-14,-8.050273711E-14,-1.25910545671E-14,0.0691947076421,-7.21370721454E-14,-2.59461717549E-14,-1.23247357165E-14,-1.2724858547E-14,-3.72531841277E-14,-3.36029701286E-14,0.176465756333,-6.5222061748E-14,0.016740065365,-4.56896753777E-14,-0.000376073188318,0.186583321518,0.04476105454,-4.34209893603E-15,-3.74913426203E-14,0.0004447259057,0.013924455884,-8.30057352298E-14,0.293576071293,0.00432936944541,0.013344012817,0.0106047460495,-1.65005127309E-14,0.000455856286208,-1.00904565831E-13,0.165257306264,-5.74406393534E-14,0.00178582818134,0.289025359775,0.0357432476547,0.023053772355,-4.19982776653E-14,0.013860435058,-5.70432814632E-14,-3.87415701345E-14,-5.16360754499E-14
SSRS,0.0275632743531,1,0.151358869729,0.520480038906,0.0482945288416,0.0459772374028,0.0324067822826,1.53365609482E-15,-4.59140832797E-15,0.00606562104372,-1.57153094851E-14,0.0503952630679,-2.3437394384E-14,0.0482067684041,0.0584003839838,-1.47722733971E-14,-9.81385743889E-15,-1.01490392023E-14,-2.06554580088E-14,-2.15951225497E-14,-3.92531088611E-16,-4.51274439455E-15,-6.37825882778E-16,3.70608899307E-15,-2.92721723112E-15,-3.01895675909E-15,-5.66447074473E-15,-2.28588156458E-15,-5.24942397409E-16,-6.34100830973E-17,0.00482130711783,-3.34379173827E-15,0.0488298946091,-1.23090037613E-15,-1.56670125678E-15,1.34491501144E-16,-4.23390425695E-15,1.20220583078E-15,0.0563436169819,8.47289439545E-15,0.0085923210371,0.00518685036741,3.11028227768E-15,1.7616647993E-15,-2.0389329791E-15,-1.47555449504E-15,5.97654019957E-15,9.14598851598E-15,-0.00809865503906,0.0668640629913,-2.02162859051E-15,1.79331396184E-14,0.0522976360368,0.277266797285,-1.09673179311E-15,3.28870187794E-15,0.04590410671,-3.70076062727E-15,-1.74078513264E-14,-4.99503498445E-15,-8.09899625816E-15,0.000871079328994,-0.00012113559092,0.369380642742,0.0298142397,-0.00140067495678,0.0257555803095,6.50738085035E-16,-9.78078398797E-16,9.98837948945E-16,4.6756988744E-16,-2.1960056831E-15,3.29085272443E-16,0.0217442691018,-1.32095891385E-15,-8.73250840547E-16,-2.52330451037E-15,6.55133258175E-16,-2.07039616689E-16,2.65853603091E-16,7.91506155053E-16,6.42545673661E-16,1.16881953265E-15,0.122535770349,-4.26873409896E-15,-4.70932251414E-15,0.0530744892434,0.07453559925,4.0946248659E-15,0.0493864798325,0.0333333333333,1.6773947346E-15,0.0707106781186,0.0363411178541,0.0227038304593,-7.33043604611E-15,-4.98306738896E-15,0.0637418092159,1.47443858829E-17,-1.60001972592E-14,-2.31820770261E-15,6.66284606735E-17,-3.91929649609E-15,-3.76219262248E-16,-3.25759582854E-16,-4.94109335089E-15,-1.20500711292E-14,-5.99176847167E-15,0.0398409536445,-4.98259473244E-15,-4.58510999142E-15,-3.83041674884E-15,-3.53804613581E-15,-8.89767070865E-15,1.95798869441E-15,-2.66778920703E-15,-9.24208999911E-16,5.03006537816E-16,-4.81068517019E-15,0.128040341278,0.101888095987,0.0490143081396,-4.61416077017E-15,0.0308606699924,-1.64817469749E-15,-8.03635140647E-16,-0.000673681750749,-2.75020477988E-15,-6.49888640291E-15,-5.46523123273E-15,-8.04187330689E-16,-3.12137569053E-15,0.00300995637863,-1.30951446986E-15,-1.92766716091E-15,0.027330668723,0.0259499648054,-5.07772523365E-15,-1.18886649596E-14,0.0124659598668,0.150249645285,4.02344276091E-15,-4.30988225141E-15,-4.63518531356E-15,-5.18467440235E-15,-6.74638270675E-15,-5.08721202568E-15,-3.17704960462E-15,-7.41717066156E-15,-5.02090454415E-15,-0.00149907970513,-5.5074979454E-15,-9.09625176317E-15,-0.0011590109408,-5.17560121058E-15,0.0307510402676,-1.5686790785E-15,-2.02125866286E-15,-0.0024834541846,-1.73055780816E-14,-4.06427464912E-15,-2.86136635562E-15,3.96425373928E-15,2.41545022626E-15,8.22395706093E-15,0.00402721256555,-0.00187905492218,0.00565704827344,0.0376621788577,-9.27655593355E-15,0.172132593165,0.000181224265143,0.00616975429932,-0.00229470628063,0.000717302926925,-2.36560205852E-15,-0.00107953791848,0.000699381815812,-1.12599893178E-14,0.10223358214,0.0290037888674,-4.09845460711E-15,0.0408268225923,1.07471484589E-14,-2.26439820966E-15,0.04472135955,-7.51842616756E-15,0.0139312793176,0.0431065211463,-4.78919487957E-15,-4.4190700017E-15,2.24480521931E-15,0.00236695021842,-0.00311459569499,0.00472296447681,1.91769064717E-15,-6.5014999789E-16,-2.22541450226E-15,-2.11111247769E-15,2.10689931491E-15,0.040447395714,5.26739225136E-16,0.000633392724272,-0.00139919612,-6.51714248117E-15,-1.32792137854E-15,-1.18954616283E-14,-1.75493751741E-14,-4.49000705573E-15,-7.63121490634E-15,7.03302541789E-15,0.0857320572747,0.108359922837,-0.00387483238098,-1.34659766907E-14,-5.59766351559E-15,-4.92229091562E-15,0.202860206483,-7.53585319395E-15,-8.74479933672E-15,-2.13802108566E-15,2.99147716316E-16,0.0346583496607,-5.63791842402E-16,0.0290349471696,0.0702728368926,-3.26936931962E-15,5.23843832088E-17,0.00095178033269,0.0213625963968,0.015194743528,-3.24013058393E-15,-2.50415037088E-17,-0.00288833349674,0.025660011964,-1.51265278203E-15,0.0935268627131,0.0139617969431,1.76196495102E-15,-2.03133548237E-15,1.56649989526E-15,-0.000910226311891,-1.57305136515E-14,0.320564691223,0.060858061945,-5.52198620056E-15,0.0151969366063,0.0288171275355,0.0106208831313,-4.55751231344E-15,0.0574695771133,-2.71955194015E-15,-2.53213413869E-15,-1.54194156219E-14
DBA,0.431796416394,0.151358869729,1,0.186116026332,-1.41304888498E-14,-8.0143837278E-15,-7.38914441515E-15,1.56000396292E-15,4.99930979061E-15,-2.54298889887E-15,-9.2988791762E-15,-6.82297542635E-15,-6.17277054924E-16,-2.22709985273E-15,0.253580749699,-7.73859735553E-16,-1.47839041079E-15,-5.90163065492E-16,2.03677548264E-15,-3.71374481933E-15,-1.07585263682E-14,-1.24449714549E-14,-8.41694190769E-15,-1.49630446515E-14,-1.20191130215E-14,-1.01512739511E-14,-1.24072050095E-14,-1.13460066291E-14,-8.9995732088E-15,-9.59986820488E-15,0.00656772836374,1.94039873108E-15,-2.15404973276E-17,6.39868255212E-15,6.15725114519E-16,1.99996076745E-15,3.13122249849E-15,9.02569676627E-15,0.0639607963711,0.0475349119874,0.0585235800236,-5.19280619079E-15,-1.09489547856E-15,4.17917204287E-15,6.10325962956E-16,1.30584322229E-15,1.80093654759E-15,4.11831343027E-15,0.00421759764487,0.00216867192852,-6.41924658517E-15,-4.27398975156E-15,-3.61175388693E-17,-4.31962979292E-15,-2.4474292968E-15,-1.88935917984E-15,0.015632985842,3.20239844023E-16,-4.39246341921E-15,5.52307626042E-16,-3.77566926388E-15,0.00427668347621,-0.0127244547091,0.245829046359,-2.03658748057E-15,0.00321991973904,0.00175425098618,8.5432997446E-16,2.18882999475E-15,0.0338448721711,1.58149967604E-15,1.8628634787E-15,3.00782752602E-15,0.0296206919489,-1.05517837671E-15,0.0380754811925,1.53928662945E-15,3.91021855411E-15,3.53053330957E-15,3.58219459411E-15,2.90372159384E-15,2.66543189404E-15,2.34362519698E-15,-5.81217257924E-15,-1.33460608689E-15,-1.5614755636E-15,0.0301248551374,-2.86578579046E-15,-6.26818513261E-15,-5.64338699988E-15,-6.79111296486E-15,-6.81588303554E-15,-5.90375424952E-15,0.00825082578461,-5.42936933026E-15,-1.23503386853E-15,0.0358979079309,-6.20558315396E-15,-6.2388603209E-15,-7.39932893445E-15,-3.54212315045E-15,-5.75431789192E-15,-5.37604995061E-15,-5.55215473819E-15,0.0364723109301,-4.45136569741E-15,-5.99617563825E-15,-5.42596090339E-15,-5.55226266431E-15,-5.02905834368E-15,-4.70996678314E-15,-5.21803179314E-15,-1.2252198304E-15,-3.22419997668E-15,-1.75271293394E-15,0.0140803179259,0.0454076609186,-1.35855746881E-15,1.12213337698E-15,0.0756676613908,-8.50037796949E-15,6.13772565449E-16,1.72948906015E-17,-5.40693538297E-15,-7.23516653739E-16,-1.70214816235E-15,0.00463255771334,-1.90958637034E-15,-1.65400058866E-15,1.15797633221E-15,8.47177618968E-16,2.49965849598E-16,-0.000109722947103,4.04636898769E-16,1.44343428922E-16,-7.60520358515E-15,-1.68194397462E-15,-3.77361904004E-15,-8.28494744531E-16,0.0169815023597,-1.73301506982E-15,-1.53576520754E-15,-3.89661046923E-16,7.02543102332E-16,-2.81926169327E-15,-3.30629585619E-15,-1.36495768833E-15,-1.56999991661E-16,-4.1859264415E-15,-1.34912665113E-15,-0.00135133867528,-2.50555580244E-15,-6.98438191336E-15,-0.00287542225636,-7.91360956538E-17,0.00523624803513,-4.76662768761E-15,-1.81132761544E-15,0.000691236187045,-6.48602092463E-15,-1.51845215948E-15,-6.28434638325E-16,-1.459551506E-15,-4.37801457891E-16,-4.9771167729E-16,-0.00245852372806,-0.00166417934296,-0.00582431096569,0.26507347429,0.0160540324767,-3.56213728533E-15,-9.80780591482E-05,-0.00678990608769,-0.000195495455912,-0.00430666770226,-1.38997435706E-15,-0.00166137769069,0.00219788601688,-5.95454008635E-15,0.0136238121166,-4.54552836006E-15,3.33958753425E-15,-8.46300444594E-15,-3.62659037973E-15,-6.34509946554E-15,-1.01750095683E-15,-8.52993342555E-15,-4.50921648219E-15,0.0461379198247,-3.25695301455E-15,-4.42718785701E-16,5.19773820989E-16,-0.000646348061332,-0.001210490227,-0.000505754582145,6.83770654105E-16,2.85320792141E-16,2.80868246324E-16,1.81002872847E-15,-8.12298294375E-16,0.0367324325924,8.83176299248E-16,0.000388347418847,0.00155741743706,-2.78227794717E-15,-9.44996803592E-16,3.73245939624E-16,3.34164547572E-16,-6.53953377667E-15,4.3213975822E-16,-9.54020081964E-16,-3.31435104038E-15,0.0670959631821,0.00138186872952,1.90052711939E-15,-1.39917323122E-16,2.93667344102E-16,-6.31145702434E-18,-1.0248329971E-15,1.25819403963E-15,-2.51056155928E-16,1.11044815194E-15,0.0118031594204,-1.87871980427E-15,-5.34698189178E-15,-9.13322073607E-16,2.12146887938E-15,2.1867193016E-15,0.00228682082384,0.0218255745044,0.0155240496419,3.56504269821E-16,-1.73544251703E-15,0.000225557681167,-3.62777924632E-15,7.9403140773E-16,0.0536442450803,3.40572205078E-16,1.5190468866E-15,3.64104534733E-16,1.39467159349E-15,-0.00127836610424,0.0125696699667,0.128275567814,-2.07538089166E-15,-1.93114903571E-15,-3.66111551421E-15,-2.4976523202E-15,-6.96443032236E-15,2.49263607619E-16,0.00869853023565,6.06752390585E-16,-4.95989986004E-16,-4.07934908752E-15
SQL Server,0.25621298883,0.520480038906,0.186116026332,1,0.353479756647,0.266767725685,0.290324671357,0.0521640530957,-5.6073992623E-15,0.0142066560457,0.019579282619,0.0147542222713,2.04908464375E-15,0.0599823607228,0.265017166304,3.60957046904E-15,-5.90067033081E-15,-1.70979816686E-15,-3.81809212708E-15,-3.8769438523E-15,1.7088070573E-15,-2.09869383114E-15,1.4220665821E-15,3.85905356855E-15,-3.31329345168E-15,6.76028011389E-16,-3.65503346587E-16,-1.27284109043E-15,-1.54574959502E-15,-1.96702882436E-16,0.0056461367616,-9.16965896287E-16,0.0200143010387,-2.13935725197E-15,0.0203858876575,-2.96674691018E-16,-1.87580928488E-15,9.58105292854E-17,0.0549857399228,0.0306485666543,0.0377336102711,0.0820019319613,0.0190476190476,8.56460126318E-16,0.03228732015,0.0078386180167,-3.13605911391E-16,2.53351817975E-15,-0.000492853791068,0.307619607197,0.0436435780472,0.0436435780472,0.00765559002351,0.233379293139,-8.81467606094E-16,-1.4018010033E-15,0.0614370117764,-6.84465521344E-16,0.0237565548367,-1.37012833803E-15,-2.43933691943E-15,0.0051571265978,0.00171269890523,0.664546419709,0.0698297248755,-0.00331618709986,0.268440440467,-5.16538367854E-16,9.10116501392E-17,1.04502627792E-15,-1.25235323308E-15,-4.69897697013E-16,9.02742308092E-17,0.0700267715487,0.0308606699924,-6.60424401932E-16,0.021170244961,4.55363894683E-16,-8.33932940428E-17,3.0103143803E-16,5.74947059247E-16,5.47096797833E-16,7.46330831339E-16,0.0825120403834,0.0726273039203,0.0663940002207,0.0336670086508,0.0145478593491,0.350681760872,0.0626551500525,0.019518001459,-5.16548663028E-16,0.117311145088,0.0833434539773,0.414329725287,0.0403485021779,0.0462910049886,0.0559850726373,-9.53846676323E-16,-1.18420237781E-15,-2.87468513152E-15,-1.40642459009E-15,-1.33163173509E-15,-8.10932030561E-16,0.0470317081002,6.60003370217E-16,4.27645956336E-16,0.00507346289432,0.0116642368704,-1.80522468474E-16,2.57550133524E-16,5.45214970409E-16,0.0251976315339,0.0193046835626,0.0604743156815,0.0181568259801,-6.4350032711E-16,-1.87762244193E-15,8.18854501462E-17,0.237046185482,0.4549041464,0.00717496003334,2.26309467342E-16,0.135526185436,-2.66059021051E-15,-2.05423713722E-15,-0.00284560618432,-4.41302092893E-16,-3.74663297922E-16,-4.17104505024E-17,-3.92085609648E-16,-1.17924418622E-15,-0.000458589037498,-7.14917945717E-16,-8.59679405174E-16,0.132026407923,0.0227921152919,0.00611132331352,0.0126649517372,0.0474455714591,0.0714814618997,0.079681907289,0.0100125234864,0.0131590338992,-8.06526756256E-16,0.0133111665128,-1.50969986018E-15,-1.60067980054E-16,0.00783861801669,-3.67052771146E-15,0.000838730649564,-3.43940042699E-15,-7.94227263147E-16,8.66771942586E-05,-1.1094207143E-15,0.0247582025133,0.0233284737408,-3.34757895419E-16,-0.000440324915348,0.012222646627,-1.58012947554E-15,-2.40743295768E-16,2.17344934848E-15,-1.23972363949E-17,0.130930734142,0.00216025121247,-0.00142540526219,0.000935271449488,0.231553495496,0.0276026223737,0.100790526136,0.000852725449083,0.00379383103993,-0.00082446860928,0.00135918451633,0.0400500939457,0.00301963361568,-0.00140011950654,-1.38373818905E-15,0.435950474217,0.339657596058,0.00568769693992,0.395191755905,0.381390856549,0.163396489248,0.0829227982897,0.156079794514,0.385433459841,0.0540869877402,0.0204323777696,0.025197631534,-3.07589504523E-15,0.00192902480814,0.000628831785021,-0.000801189130606,0.0263180677984,-5.75249650661E-17,5.30218723535E-17,0.00241349538085,-4.09672626492E-16,0.0611825554631,-1.1515788761E-15,-0.000559161810979,-0.000753305166896,0.00707992325405,-9.15043799048E-16,-1.0175528978E-15,0.0142645031169,-9.01700931904E-16,0.00633247586861,0.0960192057619,0.160011073814,0.0951736109412,0.000290043702517,-7.68818722182E-16,-2.19857331792E-15,7.16844662402E-17,1.53384665788E-16,-5.81608159042E-17,5.38610898861E-17,-1.53230627816E-15,-2.75278181695E-17,0.111616183675,-1.74905355774E-15,0.246516301429,0.077151674981,0.0158052155939,0.00462621002059,-0.000165386170006,0.141764763798,0.00667284809281,7.20493053486E-18,0.0329914439537,-0.00106435476627,0.148371524719,0.0162399588588,0.355964201363,0.00817519119313,0.012598815767,0.0300375704593,-1.67525145882E-15,0.000361931518553,-1.77451670109E-15,0.637018628674,-1.68531005291E-15,0.00168609851908,0.333690559711,0.032059806025,0.155473809339,-3.63390650876E-16,0.0990827306116,-3.75278294546E-16,1.78159493941E-16,-3.38627091154E-16
ASP.NET,0.00249591627786,0.0482945288416,-1.41304888498E-14,0.353479756647,1,0.555616901956,0.690195994191,0.132299371497,0.215979698862,0.0571225805355,0.02119519517,2.32332153108E-15,1.20314205405E-14,0.0218261546911,0.132207141969,1.10160659075E-14,-3.63830905726E-15,2.59946145902E-15,6.94180287256E-15,1.39524173718E-15,3.95169259539E-15,2.3904239111E-15,2.50021013773E-15,7.81502968704E-15,4.40331544922E-16,2.86211939508E-15,1.61104477929E-15,2.87461211463E-15,1.53623302319E-15,4.25551345253E-15,-2.59543334182E-16,-1.32778582813E-15,0.0070746502606,6.27415233438E-16,0.00420349918812,-1.16462737676E-15,-1.53578258131E-15,-2.11778446876E-15,0.0952380952381,0.012639255863,0.0497954515372,0.15781279164,0.0235653171098,3.79788751318E-15,0.0177534218858,7.70680702498E-16,4.1314914361E-16,5.77880681327E-17,0.00547179266092,0.798065909169,-7.37691801376E-16,1.65648100894E-15,0.00947133634474,0.0251071300094,1.32850865431E-15,-7.89371949579E-16,0.0249403185614,1.8774086398E-15,-4.55897567707E-16,-5.57846222749E-16,-1.89472869927E-15,-0.000763390481582,-0.00186693744153,0.303332177807,0.194381728976,0.000157034084474,0.0895574603586,-2.21224348922E-16,2.80221135709E-15,1.68717881022E-15,-8.23492659933E-16,-4.55119480747E-16,2.27289479139E-15,4.3918974564E-16,0.019090088708,5.04865205273E-16,2.36406357243E-15,1.91591415215E-15,2.14939675059E-15,2.73596015571E-15,2.61935510309E-15,1.47081919392E-15,1.50616401614E-15,0.00443835547144,-1.48241842367E-16,1.68931212701E-15,0.0128160372576,0.0269974623578,0.0085912111332,0.178882258099,0.217325379787,0.164282545286,0.0256120416286,0.0427800058808,0.0561941282403,0.11980398134,0.0381801774161,0.046175709654,-1.41651121746E-15,5.39330296839E-16,0.0440866714177,-1.29211474255E-15,-4.17293411061E-16,-2.92887516847E-16,0.0193955495229,-2.41855415904E-15,0.0236279077037,-6.37957377714E-16,0.0432922519094,-1.86424535256E-15,-1.96900141873E-15,-2.20294016317E-15,1.01216410816E-15,1.04121910349E-15,4.70347851044E-16,1.49396934175E-15,1.50371558496E-15,9.58284608638E-16,-6.36032616754E-16,0.210744178457,0.0830357593355,5.52814319348E-16,-7.60283986884E-16,0.20493020859,-1.14929437712E-15,-8.99058455509E-16,-0.000665863199017,5.64942267443E-16,-1.04590460392E-15,1.03925457675E-15,1.73418970474E-15,8.50569862271E-16,0.00021994997993,1.41361215372E-15,1.02683204442E-15,0.202937971969,0.014098964892,0.0226824053154,0.0940128852184,0.00903056487487,0.0748299319728,0.0295742382575,0.0123872852789,0.0325601647028,-1.81313127392E-15,0.214087869433,-9.96013249892E-16,-2.32760359516E-16,-8.68207627252E-16,-1.32436025708E-15,0.00460796254839,-1.90473493923E-15,3.07773656092E-16,0.00208878578138,7.35980459892E-16,0.00278457562709,1.68477230878E-16,-7.03732071929E-16,-0.000701726601868,0.0529256124025,2.82740043928E-19,3.19216249321E-15,8.43545958085E-16,5.03820800679E-16,6.69124766813E-16,-0.00499955323316,0.00243209349665,-0.00164551796448,0.195529297181,0.18782163861,2.49767929425E-15,-0.000778885158647,-0.00272107018288,0.00490770084294,0.00329280761893,8.40752390598E-16,-0.00164510101936,0.000791806386423,-5.19653546501E-16,0.231839499816,0.15232876958,0.00140734001114,0.0656210453647,0.0104275981229,0.264887162657,0.118788834374,0.278920297122,0.0277531885457,0.0713763129862,0.0442373955204,8.78596157284E-16,0.0311739843194,-0.00268686929668,0.00222643403354,-0.00160116969987,0.0976804941083,0.0450348803565,1.61037477774E-16,0.0298592615962,2.48078736341E-15,0.0488346979719,8.88300693161E-16,-0.00190554128367,-0.000984713061863,-1.70742925484E-16,-1.04345376139E-15,1.10819660294E-15,4.16155685318E-16,1.96687602625E-15,0.0587580532615,0.0742455995009,0.137797331814,0.0820659563392,0.00172430416386,2.13901341785E-15,-1.49589855562E-15,-1.31999050343E-16,0.0146955571392,2.94301931991E-17,-4.86349431392E-17,3.78504563483E-16,5.88131966581E-17,0.112982085042,-2.60542900296E-15,0.178784209421,0.133630620956,0.00977694158327,-8.36890338229E-17,-0.000922813739956,0.0412678611128,-8.97858369242E-16,-1.93736005783E-15,0.163265306122,0.000317863334972,0.192856442987,0.0401834769376,0.174135905296,0.0556279684247,1.84177308256E-16,0.0371618558367,-3.50833295223E-15,-0.000165788641013,-2.05333805082E-16,0.229320025752,1.16108314517E-15,-2.35737000714E-15,0.135776845249,0.0334010303255,0.307758328024,0.0460470265157,0.145711972844,1.83642875156E-15,0.0179983082385,5.08871425594E-16
